ticket_id,csat_score,response_date
TCK-0016104,4,2024-02-05
TCK-0016105,4,2024-06-25
TCK-0016110,5,2024-07-01
TCK-0016111,5,2024-05-31
TCK-0016112,4,2024-01-07
TCK-0016114,5,2024-08-28
TCK-0016116,3,2024-01-29
TCK-0016117,2,2024-09-02
TCK-0016121,2,2024-05-29
TCK-0016126,4,2024-03-07
TCK-0016128,5,2024-03-09
TCK-0016129,5,2024-08-15
TCK-0016131,5,2024-11-16
TCK-0016133,3,2024-04-04
TCK-0016134,4,2024-05-21
TCK-0016138,5,2024-11-16
TCK-0016140,5,2024-08-24
TCK-0016141,2,2024-11-17
TCK-0016142,3,2024-08-30
TCK-0016143,4,2024-01-27
TCK-0016144,4,2024-10-29
TCK-0016146,3,2024-08-07
TCK-0016147,5,2024-07-11
TCK-0016149,4,2024-02-15
TCK-0016151,3,2024-05-11
TCK-0016153,4,2024-02-12
TCK-0016155,5,2024-03-27
TCK-0016156,3,2024-03-11
TCK-0016158,4,2024-08-31
TCK-0016159,2,2024-09-11
TCK-0016160,5,2024-08-29
TCK-0016161,5,2024-10-03
TCK-0016163,5,2024-09-14
TCK-0016166,3,2024-10-07
TCK-0016167,4,2024-11-14
TCK-0016168,2,2024-03-20
TCK-0016169,1,2024-12-22
TCK-0016170,4,2025-01-01
TCK-0016172,3,2024-08-12
TCK-0016173,4,2024-09-28
TCK-0016175,5,2024-10-23
TCK-0016177,4,2024-03-03
TCK-0016178,2,2024-06-26
TCK-0016179,4,2024-03-01
TCK-0016180,3,2024-06-27
TCK-0016182,4,2024-03-06
TCK-0016183,4,2024-10-01
TCK-0016184,4,2024-03-24
TCK-0016185,1,2024-02-16
TCK-0016187,2,2024-03-16
TCK-0016188,3,2024-10-22
TCK-0016190,5,2024-07-17
TCK-0016194,3,2024-07-15
TCK-0016195,2,2024-09-19
TCK-0016196,4,2024-01-28
TCK-0016197,5,2024-02-19
TCK-0016198,5,2024-12-13
TCK-0016199,3,2024-11-02
TCK-0016201,4,2024-12-07
TCK-0016202,2,2024-12-18
TCK-0016204,2,2024-09-11
TCK-0016206,3,2024-08-19
TCK-0016209,2,2024-06-18
TCK-0016210,4,2024-09-17
TCK-0016211,4,2024-01-29
TCK-0016212,5,2024-03-27
TCK-0016213,5,2024-07-23
TCK-0016214,3,2024-02-03
TCK-0016219,2,2024-03-23
TCK-0016221,5,2024-11-08
TCK-0016222,5,2024-04-25
TCK-0016223,2,2024-07-04
TCK-0016224,3,2024-10-04
TCK-0016227,4,2024-01-11
TCK-0016230,5,2024-09-18
TCK-0016231,4,2024-10-06
TCK-0016232,2,2024-12-07
TCK-0016234,3,2024-11-25
TCK-0016235,5,2024-12-09
TCK-0016238,4,2024-01-22
TCK-0016240,3,2024-01-06
TCK-0016241,2,2024-02-24
TCK-0016244,4,2024-02-26
TCK-0016247,3,2024-07-08
TCK-0016248,3,2024-05-04
TCK-0016249,5,2024-08-07
TCK-0016250,4,2024-03-31
TCK-0016252,5,2024-03-12
TCK-0016253,2,2024-10-10
TCK-0016254,5,2024-05-26
TCK-0016256,5,2024-05-03
TCK-0016257,2,2024-02-27
TCK-0016259,2,2024-01-28
TCK-0016260,4,2024-10-04
TCK-0016261,4,2024-01-16
TCK-0016266,5,2024-05-14
TCK-0016267,4,2024-01-16
TCK-0016268,4,2024-03-28
TCK-0016270,4,2024-02-23
TCK-0016271,5,2024-08-31
TCK-0016272,4,2024-08-13
TCK-0016273,4,2024-05-06
TCK-0016276,5,2024-12-20
TCK-0016277,5,2024-04-03
TCK-0016281,4,2024-08-08
TCK-0016282,5,2024-06-05
TCK-0016283,3,2024-01-13
TCK-0016286,5,2024-06-12
TCK-0016287,5,2024-05-03
TCK-0016288,5,2024-10-04
TCK-0016290,5,2024-07-12
TCK-0016291,4,2024-04-12
TCK-0016293,5,2024-04-23
TCK-0016294,3,2024-01-06
TCK-0016295,4,2024-10-04
TCK-0016296,2,2024-04-27
TCK-0016297,4,2024-04-19
TCK-0016298,4,2024-06-12
TCK-0016299,3,2024-05-26
TCK-0016300,4,2024-11-11
TCK-0016307,2,2024-04-05
TCK-0016308,5,2024-03-31
TCK-0016309,2,2024-02-05
TCK-0016311,4,2024-12-18
TCK-0016312,4,2024-12-24
TCK-0016313,4,2024-09-29
TCK-0016314,3,2024-10-30
TCK-0016315,3,2024-03-30
TCK-0016316,4,2024-04-10
TCK-0016317,3,2024-01-10
TCK-0016319,3,2024-02-16
TCK-0016321,5,2024-07-24
TCK-0016322,4,2024-05-06
TCK-0016324,2,2024-06-12
TCK-0016325,4,2024-01-13
TCK-0016326,5,2024-09-17
TCK-0016327,4,2024-10-06
TCK-0016330,2,2024-07-19
TCK-0016331,3,2024-10-17
TCK-0016332,5,2024-03-30
TCK-0016333,5,2024-07-21
TCK-0016334,5,2024-06-06
TCK-0016336,4,2024-07-13
TCK-0016338,5,2024-01-04
TCK-0016339,5,2024-04-21
TCK-0016340,4,2024-03-16
TCK-0016341,4,2024-06-30
TCK-0016343,5,2024-03-31
TCK-0016345,5,2024-12-22
TCK-0016346,5,2024-03-12
TCK-0016348,5,2024-07-25
TCK-0016350,5,2024-09-11
TCK-0016352,4,2024-03-05
TCK-0016353,5,2024-03-27
TCK-0016354,5,2024-04-21
TCK-0016355,5,2024-11-11
TCK-0016356,4,2024-07-27
TCK-0016357,2,2024-05-16
TCK-0016364,4,2024-09-23
TCK-0016366,4,2024-12-16
TCK-0016367,3,2024-07-23
TCK-0016371,4,2024-11-24
TCK-0016372,1,2024-09-12
TCK-0016373,2,2024-09-05
TCK-0016376,4,2024-09-30
TCK-0016377,5,2024-03-26
TCK-0016382,4,2024-03-20
TCK-0016384,3,2024-08-04
TCK-0016385,2,2024-07-02
TCK-0016386,5,2024-06-20
TCK-0016389,3,2024-08-25
TCK-0016390,5,2024-04-03
TCK-0016391,4,2024-12-26
TCK-0016392,5,2024-08-25
TCK-0016394,4,2024-02-17
TCK-0016395,5,2024-05-29
TCK-0016398,3,2024-10-29
TCK-0016399,3,2024-03-27
TCK-0016403,4,2025-01-02
TCK-0016404,4,2024-11-10
TCK-0016405,4,2024-05-27
TCK-0016406,5,2024-10-03
TCK-0016408,5,2024-04-18
TCK-0016409,1,2025-01-02
TCK-0016411,4,2024-02-23
TCK-0016412,4,2024-06-30
TCK-0016413,1,2024-03-17
TCK-0016414,4,2024-01-12
TCK-0016416,3,2024-08-08
TCK-0016419,4,2024-09-15
TCK-0016421,4,2024-09-12
TCK-0016423,4,2024-10-15
TCK-0016424,3,2024-08-29
TCK-0016425,4,2024-03-03
TCK-0016426,5,2024-01-22
TCK-0016427,5,2024-03-07
TCK-0016429,5,2024-06-02
TCK-0016430,4,2024-04-01
TCK-0016431,4,2024-08-11
TCK-0016433,3,2024-03-17
TCK-0016434,5,2024-11-30
TCK-0016435,4,2024-08-12
TCK-0016438,3,2024-07-31
TCK-0016440,1,2024-08-03
TCK-0016442,5,2024-02-16
TCK-0016443,3,2024-09-30
TCK-0016444,3,2024-05-12
TCK-0016445,5,2024-08-15
TCK-0016447,5,2024-01-25
TCK-0016448,2,2024-08-21
TCK-0016451,2,2024-03-27
TCK-0016452,4,2024-10-09
TCK-0016453,5,2024-10-04
TCK-0016454,3,2024-09-18
TCK-0016455,5,2024-09-25
TCK-0016456,4,2024-02-17
TCK-0016457,3,2024-06-02
TCK-0016458,4,2024-10-07
TCK-0016459,4,2024-02-13
TCK-0016460,4,2024-06-23
TCK-0016462,2,2024-12-17
TCK-0016464,5,2024-04-09
TCK-0016466,4,2024-07-03
TCK-0016468,5,2024-05-16
TCK-0016471,4,2024-03-31
TCK-0016474,2,2024-12-26
TCK-0016475,1,2024-08-12
TCK-0016476,4,2024-07-02
TCK-0016477,4,2024-03-27
TCK-0016479,3,2024-12-10
TCK-0016480,4,2024-10-18
TCK-0016485,5,2024-08-15
TCK-0016486,5,2024-11-09
TCK-0016488,3,2024-01-11
TCK-0016490,5,2024-07-06
TCK-0016494,2,2024-12-18
TCK-0016495,5,2024-04-20
TCK-0016498,4,2024-10-24
TCK-0016499,4,2024-11-23
TCK-0016502,5,2024-10-22
TCK-0016503,4,2024-11-19
TCK-0016505,4,2024-08-04
TCK-0016506,1,2024-02-03
TCK-0016508,5,2024-05-04
TCK-0016509,1,2024-02-06
TCK-0016510,5,2024-06-02
TCK-0016511,3,2024-06-13
TCK-0016512,4,2024-08-16
TCK-0016514,5,2024-04-20
TCK-0016518,4,2024-02-11
TCK-0016520,1,2024-04-11
TCK-0016522,4,2024-04-15
TCK-0016531,1,2024-05-15
TCK-0016534,5,2024-08-25
TCK-0016535,5,2024-11-27
TCK-0016536,5,2024-07-14
TCK-0016537,5,2024-11-23
TCK-0016538,4,2024-06-28
TCK-0016539,4,2024-08-31
TCK-0016543,5,2024-02-05
TCK-0016546,2,2024-01-12
TCK-0016547,3,2024-06-16
TCK-0016548,5,2024-01-03
TCK-0016551,3,2024-03-22
TCK-0016553,3,2024-03-21
TCK-0016554,3,2024-11-24
TCK-0016555,2,2024-02-06
TCK-0016556,2,2024-01-29
TCK-0016559,3,2024-07-23
TCK-0016560,4,2024-08-22
TCK-0016561,5,2024-06-13
TCK-0016562,5,2024-10-03
TCK-0016563,1,2024-07-11
TCK-0016564,5,2024-03-15
TCK-0016566,2,2024-10-08
TCK-0016567,3,2024-02-12
TCK-0016568,5,2024-11-16
TCK-0016569,5,2024-06-21
TCK-0016570,5,2024-09-22
TCK-0016571,3,2024-06-30
TCK-0016573,4,2024-07-23
TCK-0016574,4,2024-07-16
TCK-0016575,5,2024-03-31
TCK-0016576,3,2024-09-23
TCK-0016577,5,2024-12-23
TCK-0016579,3,2024-05-16
TCK-0016580,3,2024-04-24
TCK-0016581,5,2024-06-22
TCK-0016582,5,2024-10-13
TCK-0016585,4,2024-07-16
TCK-0016586,4,2024-05-23
TCK-0016587,5,2024-12-02
TCK-0016589,2,2024-07-11
TCK-0016590,4,2024-12-04
TCK-0016591,4,2024-04-26
TCK-0016592,5,2024-09-28
TCK-0016593,1,2024-12-26
TCK-0016594,4,2024-04-23
TCK-0016595,4,2024-07-15
TCK-0016596,4,2024-02-25
TCK-0016597,3,2024-03-24
TCK-0016598,5,2024-03-27
TCK-0016603,5,2024-11-01
TCK-0016607,2,2024-01-20
TCK-0016609,4,2024-02-19
TCK-0016610,4,2024-01-20
TCK-0016613,5,2024-09-25
TCK-0016616,5,2024-08-22
TCK-0016618,2,2024-06-25
TCK-0016619,2,2025-01-02
TCK-0016620,5,2024-03-05
TCK-0016622,1,2024-04-04
TCK-0016623,4,2024-03-11
TCK-0016625,4,2024-10-24
TCK-0016626,5,2024-11-01
TCK-0016628,2,2024-07-12
TCK-0016630,5,2024-03-07
TCK-0016632,3,2024-03-06
TCK-0016633,4,2024-07-01
TCK-0016635,5,2024-05-07
TCK-0016638,4,2024-02-16
TCK-0016639,3,2024-02-19
TCK-0016640,1,2024-05-14
TCK-0016641,5,2024-02-18
TCK-0016644,2,2024-04-24
TCK-0016645,2,2024-06-09
TCK-0016646,2,2024-08-28
TCK-0016649,5,2024-03-11
TCK-0016651,4,2024-11-01
TCK-0016652,5,2024-11-25
TCK-0016653,5,2024-02-14
TCK-0016654,5,2024-03-29
TCK-0016655,1,2024-08-28
TCK-0016656,5,2024-11-14
TCK-0016657,3,2024-12-09
TCK-0016659,5,2024-02-14
TCK-0016662,4,2024-01-29
TCK-0016664,5,2024-12-27
TCK-0016666,5,2024-05-31
TCK-0016667,2,2024-08-24
TCK-0016668,3,2024-01-19
TCK-0016669,1,2024-06-25
TCK-0016670,4,2024-11-27
TCK-0016671,5,2024-04-20
TCK-0016672,4,2024-11-13
TCK-0016673,5,2024-03-08
TCK-0016675,4,2024-12-21
TCK-0016676,4,2024-03-26
TCK-0016677,5,2024-01-31
TCK-0016679,2,2024-02-04
TCK-0016680,3,2024-08-04
TCK-0016684,5,2024-10-03
TCK-0016688,1,2024-01-28
TCK-0016689,5,2024-08-27
TCK-0016690,3,2024-11-03
TCK-0016691,3,2024-06-04
TCK-0016693,4,2024-02-26
TCK-0016696,1,2024-02-26
TCK-0016697,1,2024-06-23
TCK-0016703,4,2024-02-24
TCK-0016706,4,2024-09-02
TCK-0016707,5,2024-10-11
TCK-0016711,4,2024-12-09
TCK-0016713,4,2024-08-03
TCK-0016715,3,2024-07-31
TCK-0016716,4,2024-03-02
TCK-0016717,4,2024-01-04
TCK-0016718,2,2024-04-15
TCK-0016719,4,2024-07-09
TCK-0016721,3,2024-02-18
TCK-0016724,5,2024-07-21
TCK-0016726,5,2024-02-14
TCK-0016727,5,2024-08-08
TCK-0016730,2,2024-07-31
TCK-0016731,4,2024-01-21
TCK-0016732,3,2024-01-26
TCK-0016733,4,2024-11-14
TCK-0016734,4,2024-12-13
TCK-0016736,4,2024-01-03
TCK-0016737,3,2024-06-10
TCK-0016739,1,2024-08-12
TCK-0016740,4,2024-04-22
TCK-0016742,5,2024-12-27
TCK-0016746,5,2024-07-29
TCK-0016749,3,2024-07-04
TCK-0016752,4,2024-04-01
TCK-0016753,5,2024-10-25
TCK-0016754,4,2024-12-12
TCK-0016757,4,2024-02-24
TCK-0016758,2,2024-03-28
TCK-0016761,4,2024-11-25
TCK-0016762,3,2024-11-16
TCK-0016764,5,2024-08-30
TCK-0016765,5,2024-05-09
TCK-0016767,4,2024-05-14
TCK-0016769,5,2024-09-11
TCK-0016770,3,2024-06-11
TCK-0016773,3,2024-10-12
TCK-0016776,5,2024-12-26
TCK-0016779,4,2024-05-14
TCK-0016780,5,2024-12-13
TCK-0016781,3,2024-09-02
TCK-0016783,2,2024-01-14
TCK-0016788,2,2024-02-08
TCK-0016789,5,2024-02-12
TCK-0016790,3,2024-04-18
TCK-0016791,4,2024-03-08
TCK-0016792,1,2025-01-04
TCK-0016794,4,2024-07-09
TCK-0016796,4,2024-04-08
TCK-0016799,4,2024-12-16
TCK-0016800,5,2024-04-07
TCK-0016801,4,2024-08-19
TCK-0016802,4,2024-10-06
TCK-0016803,4,2024-08-03
TCK-0016805,4,2024-04-10
TCK-0016807,4,2024-12-23
TCK-0016808,4,2024-12-02
TCK-0016813,5,2024-01-20
TCK-0016815,5,2024-09-04
TCK-0016816,5,2024-10-29
TCK-0016818,4,2024-08-23
TCK-0016820,3,2024-11-25
TCK-0016821,4,2024-11-10
TCK-0016823,5,2024-01-09
TCK-0016824,4,2024-09-02
TCK-0016826,4,2024-05-23
TCK-0016827,4,2024-05-14
TCK-0016829,3,2024-05-11
TCK-0016831,4,2024-03-31
TCK-0016832,4,2024-04-25
TCK-0016833,2,2024-02-26
TCK-0016834,4,2024-04-11
TCK-0016835,5,2024-07-29
TCK-0016839,4,2025-01-01
TCK-0016840,4,2024-06-26
TCK-0016841,3,2024-10-16
TCK-0016842,2,2024-07-18
TCK-0016844,1,2024-06-09
TCK-0016845,5,2024-10-29
TCK-0016846,5,2024-06-22
TCK-0016847,5,2024-12-02
TCK-0016850,5,2024-02-03
TCK-0016851,2,2024-06-28
TCK-0016853,5,2024-03-15
TCK-0016856,5,2025-01-01
TCK-0016857,2,2024-06-29
TCK-0016860,5,2024-01-11
TCK-0016861,3,2024-04-03
TCK-0016863,4,2024-09-18
TCK-0016864,5,2024-03-24
TCK-0016865,3,2024-01-09
TCK-0016866,5,2024-10-01
TCK-0016867,1,2024-03-17
TCK-0016868,4,2024-10-26
TCK-0016869,4,2024-04-21
TCK-0016870,4,2024-01-24
TCK-0016872,5,2024-07-28
TCK-0016873,3,2024-04-14
TCK-0016875,5,2024-07-22
TCK-0016876,5,2024-07-10
TCK-0016877,5,2024-05-27
TCK-0016878,4,2024-02-24
TCK-0016879,3,2024-03-17
TCK-0016880,2,2024-09-21
TCK-0016881,4,2024-02-11
TCK-0016884,5,2024-12-16
TCK-0016885,4,2024-08-09
TCK-0016887,5,2024-03-30
TCK-0016888,4,2024-01-21
TCK-0016890,3,2024-10-13
TCK-0016892,5,2024-01-13
TCK-0016893,5,2024-06-15
TCK-0016894,4,2024-08-25
TCK-0016895,5,2024-03-29
TCK-0016896,4,2024-07-15
TCK-0016899,5,2024-10-17
TCK-0016900,3,2024-04-26
TCK-0016901,2,2024-07-26
TCK-0016902,5,2024-04-28
TCK-0016906,4,2024-06-21
TCK-0016908,2,2024-07-16
TCK-0016911,4,2024-09-06
TCK-0016912,5,2024-07-22
TCK-0016913,3,2024-02-22
TCK-0016915,5,2024-08-21
TCK-0016916,5,2024-01-12
TCK-0016919,4,2024-05-08
TCK-0016920,5,2024-03-03
TCK-0016921,4,2024-07-18
TCK-0016922,3,2024-06-05
TCK-0016924,3,2024-05-13
TCK-0016925,5,2024-04-24
TCK-0016926,3,2024-10-20
TCK-0016927,5,2024-02-14
TCK-0016928,4,2024-12-10
TCK-0016931,5,2024-12-15
TCK-0016933,5,2024-11-14
TCK-0016935,3,2024-06-13
TCK-0016937,5,2024-03-04
TCK-0016938,2,2024-06-16
TCK-0016940,3,2024-09-20
TCK-0016943,4,2024-06-05
TCK-0016946,3,2024-05-13
TCK-0016947,4,2024-01-31
TCK-0016948,5,2024-10-24
TCK-0016950,4,2024-05-05
TCK-0016951,2,2024-02-15
TCK-0016952,4,2024-02-09
TCK-0016953,5,2024-01-16
TCK-0016955,2,2024-08-18
TCK-0016956,4,2024-05-24
TCK-0016958,4,2024-08-31
TCK-0016960,4,2024-12-20
TCK-0016961,3,2024-03-18
TCK-0016964,5,2024-09-10
TCK-0016966,5,2024-02-04
TCK-0016969,5,2024-03-09
TCK-0016970,1,2024-04-29
TCK-0016972,4,2024-05-19
TCK-0016973,4,2024-04-11
TCK-0016974,5,2024-12-03
TCK-0016976,4,2024-11-13
TCK-0016978,5,2024-07-13
TCK-0016979,4,2024-10-30
TCK-0016980,2,2024-04-27
TCK-0016983,3,2024-07-12
TCK-0016984,4,2024-07-28
TCK-0016987,1,2024-04-19
TCK-0016991,3,2024-08-17
TCK-0016992,5,2024-11-10
TCK-0016996,5,2024-11-13
TCK-0017000,3,2024-02-04
TCK-0017001,4,2024-04-20
TCK-0017002,5,2024-11-28
TCK-0017003,3,2024-11-11
TCK-0017004,3,2024-05-13
TCK-0017005,4,2024-06-15
TCK-0017006,5,2024-11-04
TCK-0017007,5,2024-08-24
TCK-0017009,5,2024-01-28
TCK-0017011,2,2024-03-02
TCK-0017012,2,2024-12-06
TCK-0017014,3,2024-07-20
TCK-0017015,5,2024-08-11
TCK-0017016,4,2024-09-21
TCK-0017017,4,2024-11-14
TCK-0017018,4,2024-08-03
TCK-0017023,4,2024-06-28
TCK-0017024,5,2024-09-21
TCK-0017025,4,2024-05-13
TCK-0017026,4,2024-02-07
TCK-0017027,3,2024-06-25
TCK-0017028,4,2024-04-17
TCK-0017030,5,2024-03-29
TCK-0017031,4,2024-10-20
TCK-0017032,4,2024-07-06
TCK-0017034,3,2024-05-24
TCK-0017035,3,2024-04-26
TCK-0017037,2,2024-03-30
TCK-0017039,3,2024-02-08
TCK-0017040,5,2024-03-15
TCK-0017041,2,2024-07-01
TCK-0017043,3,2024-04-09
TCK-0017046,4,2024-02-25
TCK-0017047,5,2024-05-26
TCK-0017048,4,2024-09-04
TCK-0017049,2,2024-06-17
TCK-0017052,5,2024-10-03
TCK-0017054,4,2024-06-17
TCK-0017056,4,2024-04-01
TCK-0017057,4,2024-01-11
TCK-0017058,4,2025-01-02
TCK-0017061,5,2024-05-28
TCK-0017062,4,2024-07-12
TCK-0017063,5,2024-04-19
TCK-0017066,3,2024-07-09
TCK-0017068,3,2024-04-08
TCK-0017070,4,2024-11-01
TCK-0017071,5,2025-01-02
TCK-0017072,1,2024-02-29
TCK-0017073,5,2024-01-08
TCK-0017074,4,2024-04-08
TCK-0017075,5,2024-07-06
TCK-0017077,4,2024-01-18
TCK-0017078,4,2024-06-01
TCK-0017080,5,2024-06-05
TCK-0017081,5,2024-08-21
TCK-0017082,5,2024-08-19
TCK-0017083,4,2024-02-20
TCK-0017084,4,2024-11-21
TCK-0017086,5,2024-05-27
TCK-0017087,4,2024-08-05
TCK-0017089,5,2024-07-09
TCK-0017091,3,2024-04-27
TCK-0017092,5,2024-04-06
TCK-0017093,4,2024-01-22
TCK-0017095,5,2024-07-23
TCK-0017096,4,2024-04-22
TCK-0017097,4,2024-12-15
TCK-0017100,2,2024-09-26
TCK-0017104,5,2024-09-27
TCK-0017105,5,2024-07-12
TCK-0017109,1,2024-09-17
TCK-0017111,3,2024-12-16
TCK-0017112,5,2024-01-23
TCK-0017113,3,2024-11-18
TCK-0017117,5,2024-04-02
TCK-0017118,3,2024-10-08
TCK-0017122,5,2024-10-19
TCK-0017124,3,2024-03-12
TCK-0017125,4,2024-07-30
TCK-0017126,5,2024-11-13
TCK-0017127,3,2024-03-04
TCK-0017129,2,2024-02-27
TCK-0017134,4,2024-11-05
TCK-0017136,1,2024-06-01
TCK-0017137,3,2024-08-19
TCK-0017139,2,2024-03-30
TCK-0017140,4,2024-10-19
TCK-0017141,3,2024-04-15
TCK-0017142,2,2024-11-25
TCK-0017143,4,2024-05-03
TCK-0017144,1,2024-06-11
TCK-0017145,3,2024-11-08
TCK-0017146,4,2024-10-09
TCK-0017147,1,2024-11-23
TCK-0017149,2,2024-01-15
TCK-0017151,4,2024-10-05
TCK-0017152,5,2024-10-04
TCK-0017154,1,2024-03-04
TCK-0017155,5,2024-06-23
TCK-0017156,5,2024-06-16
TCK-0017157,5,2024-11-23
TCK-0017158,4,2024-06-05
TCK-0017160,5,2024-07-28
TCK-0017162,5,2024-01-30
TCK-0017163,3,2024-05-02
TCK-0017167,4,2024-12-10
TCK-0017169,1,2024-07-13
TCK-0017170,2,2024-05-18
TCK-0017171,4,2024-09-25
TCK-0017172,4,2024-06-09
TCK-0017174,4,2024-12-04
TCK-0017175,3,2024-05-27
TCK-0017176,3,2024-12-29
TCK-0017177,4,2024-12-11
TCK-0017178,5,2024-05-31
TCK-0017181,4,2024-06-12
TCK-0017183,5,2024-11-14
TCK-0017184,4,2024-10-29
TCK-0017186,4,2024-02-28
TCK-0017187,5,2024-06-27
TCK-0017189,4,2024-02-08
TCK-0017190,4,2024-07-25
TCK-0017193,5,2024-08-02
TCK-0017194,5,2024-12-20
TCK-0017195,5,2024-05-11
TCK-0017196,5,2024-07-03
TCK-0017197,3,2024-02-29
TCK-0017198,1,2024-09-07
TCK-0017199,4,2024-01-30
TCK-0017200,2,2024-11-20
TCK-0017201,5,2024-12-12
TCK-0017202,4,2024-08-03
TCK-0017204,5,2024-10-20
TCK-0017206,3,2024-02-05
TCK-0017208,3,2024-07-10
TCK-0017209,5,2024-03-12
TCK-0017210,5,2024-12-04
TCK-0017212,3,2024-02-29
TCK-0017214,3,2024-09-21
TCK-0017215,2,2024-08-12
TCK-0017216,4,2024-12-01
TCK-0017217,2,2024-05-14
TCK-0017221,2,2024-09-26
TCK-0017225,1,2024-02-05
TCK-0017227,5,2024-11-30
TCK-0017230,5,2024-01-07
TCK-0017231,3,2024-11-18
TCK-0017233,5,2024-07-12
TCK-0017235,4,2024-08-01
TCK-0017236,4,2024-08-24
TCK-0017238,3,2024-07-15
TCK-0017239,4,2024-05-25
TCK-0017241,3,2024-05-02
TCK-0017243,4,2024-02-05
TCK-0017244,4,2024-08-01
TCK-0017245,5,2024-09-15
TCK-0017246,2,2024-02-06
TCK-0017248,5,2024-09-19
TCK-0017252,4,2024-07-21
TCK-0017254,1,2024-02-17
TCK-0017256,1,2024-11-18
TCK-0017261,4,2024-03-12
TCK-0017262,3,2024-01-25
TCK-0017263,3,2024-07-13
TCK-0017265,1,2024-01-08
TCK-0017266,4,2024-05-25
TCK-0017267,5,2024-03-12
TCK-0017268,5,2024-02-01
TCK-0017269,4,2024-02-14
TCK-0017270,1,2024-07-09
TCK-0017271,5,2024-03-15
TCK-0017272,1,2024-02-12
TCK-0017273,3,2024-12-04
TCK-0017274,3,2024-02-26
TCK-0017275,3,2024-02-21
TCK-0017277,4,2024-12-22
TCK-0017279,5,2024-07-12
TCK-0017281,1,2024-08-31
TCK-0017282,5,2024-04-02
TCK-0017283,4,2024-07-21
TCK-0017284,5,2024-10-19
TCK-0017285,1,2024-02-16
TCK-0017287,4,2024-01-25
TCK-0017288,3,2024-12-09
TCK-0017289,3,2024-12-26
TCK-0017290,3,2024-12-27
TCK-0017291,1,2024-08-24
TCK-0017292,3,2024-06-03
TCK-0017293,2,2024-05-06
TCK-0017294,5,2024-03-02
TCK-0017295,5,2024-04-27
TCK-0017296,4,2024-04-13
TCK-0017298,4,2024-05-22
TCK-0017299,5,2024-12-11
TCK-0017301,5,2024-07-20
TCK-0017302,3,2024-11-04
TCK-0017303,4,2024-01-26
TCK-0017304,5,2024-06-14
TCK-0017305,3,2024-04-30
TCK-0017306,5,2024-12-16
TCK-0017307,2,2024-04-08
TCK-0017309,5,2024-09-24
TCK-0017310,5,2024-07-09
TCK-0017313,4,2024-04-08
TCK-0017314,3,2024-11-29
TCK-0017316,4,2024-11-28
TCK-0017318,3,2024-12-06
TCK-0017319,3,2024-09-10
TCK-0017320,4,2024-04-11
TCK-0017321,5,2024-07-20
TCK-0017322,2,2024-07-18
TCK-0017323,1,2024-09-10
TCK-0017324,4,2024-04-25
TCK-0017326,4,2024-07-01
TCK-0017328,4,2024-04-17
TCK-0017329,4,2024-07-21
TCK-0017330,4,2024-05-31
TCK-0017335,4,2024-03-30
TCK-0017336,5,2024-05-01
TCK-0017337,3,2024-07-28
TCK-0017339,5,2024-12-06
TCK-0017340,4,2024-12-06
TCK-0017344,1,2024-12-27
TCK-0017345,4,2024-06-09
TCK-0017347,4,2024-07-14
TCK-0017350,5,2024-10-10
TCK-0017351,4,2024-11-09
TCK-0017353,3,2024-08-22
TCK-0017354,3,2024-02-11
TCK-0017356,5,2024-05-25
TCK-0017358,4,2024-01-26
TCK-0017359,5,2024-08-17
TCK-0017360,5,2024-01-15
TCK-0017361,3,2024-08-12
TCK-0017365,3,2024-04-04
TCK-0017369,4,2024-06-27
TCK-0017373,4,2024-09-20
TCK-0017375,5,2024-11-05
TCK-0017377,5,2024-03-01
TCK-0017382,4,2024-12-25
TCK-0017385,5,2024-12-06
TCK-0017386,5,2024-07-08
TCK-0017388,3,2024-12-28
TCK-0017390,2,2024-04-03
TCK-0017391,2,2025-01-01
TCK-0017396,3,2024-07-13
TCK-0017398,4,2024-08-21
TCK-0017399,4,2024-03-08
TCK-0017402,5,2024-12-08
TCK-0017403,2,2024-06-28
TCK-0017405,4,2024-06-06
TCK-0017408,5,2024-08-14
TCK-0017410,5,2024-12-19
TCK-0017411,5,2024-12-07
TCK-0017412,5,2024-02-08
TCK-0017413,4,2024-07-25
TCK-0017414,5,2024-03-01
TCK-0017415,4,2024-05-14
TCK-0017416,5,2024-07-09
TCK-0017417,3,2024-12-01
TCK-0017419,3,2024-12-16
TCK-0017420,4,2024-11-08
TCK-0017421,5,2024-03-11
TCK-0017422,4,2024-09-19
TCK-0017423,5,2024-01-07
TCK-0017424,1,2024-09-22
TCK-0017425,5,2024-02-02
TCK-0017426,5,2024-02-24
TCK-0017427,5,2024-08-01
TCK-0017431,1,2024-05-27
TCK-0017432,4,2024-08-12
TCK-0017433,4,2024-10-22
TCK-0017434,4,2024-12-07
TCK-0017436,5,2024-06-18
TCK-0017440,3,2024-04-18
TCK-0017441,3,2024-12-22
TCK-0017442,3,2024-11-19
TCK-0017445,2,2024-02-16
TCK-0017446,2,2024-02-06
TCK-0017448,5,2024-10-22
TCK-0017449,5,2024-10-20
TCK-0017452,5,2024-01-02
TCK-0017454,4,2024-11-14
TCK-0017455,4,2024-05-05
TCK-0017458,5,2024-07-18
TCK-0017460,2,2024-12-07
TCK-0017462,4,2024-08-26
TCK-0017467,2,2024-07-12
TCK-0017469,4,2024-02-20
